city,state,latitude,longitude
Jackson,South Carolina,33.3283,-81.7925
Haines,Alaska,59.2416,-135.4549
Marble Hill,Missouri,37.3032,-89.9808
St. Francisville,Louisiana,30.7852,-91.3788
Mariano Colón,Puerto Rico,18.0287,-66.3356
Wilmerding,Pennsylvania,40.3942,-79.8101
Bay Park,New York,40.6302,-73.667
Montverde,Florida,28.5971,-81.6786
Au Sable,Michigan,44.4105,-83.3423
Ashland,Alabama,33.2703,-85.8337
Blackville,South Carolina,33.3552,-81.2835
Bessemer,Michigan,46.4775,-90.0498
Waterville,Minnesota,44.2235,-93.5746
Lincoln Park,Pennsylvania,40.3147,-75.9886
Aquebogue,New York,40.9425,-72.6149
Cottonport,Louisiana,30.9892,-92.0509
Lyman,Wyoming,41.3274,-110.2977
Cowan,Tennessee,35.1629,-86.0142
Gurdon,Arkansas,33.9154,-93.1545
New Oxford,Pennsylvania,39.863,-77.0554
Ocean Park,Washington,46.4961,-124.0443
Port Edwards,Wisconsin,44.3484,-89.854
Woodbranch,Texas,30.1813,-95.1836
East Jordan,Michigan,45.1547,-85.13
Las Maravillas,New Mexico,34.734,-106.669
Charlack,Missouri,38.7029,-90.3427
Cade,Louisiana,30.0926,-91.8996
Milan,Indiana,39.1253,-85.127
Churchill,Ohio,41.1694,-80.6659
Youngstown,New York,43.2488,-79.0443
Kerhonkson,New York,41.7779,-74.2955
Le Grand,California,37.2288,-120.254
Bernie,Missouri,36.6718,-89.9707
Governors Club,North Carolina,35.8437,-79.0454
South Amherst,Ohio,41.3518,-82.2393
Marlette,Michigan,43.3268,-83.0806
Northville,New York,40.9723,-72.6181
El Ojo,Puerto Rico,18.0038,-66.3919
Oswego,Kansas,37.1674,-95.1123
Wilderness Rim,Washington,47.4464,-121.769
Lewisburg,Ohio,39.8508,-84.5434
Willow,Alaska,61.8157,-149.753
Spirit Lake,Idaho,47.9658,-116.8699
Lacon,Illinois,41.0228,-89.4062
Ocean Gate,New Jersey,39.9269,-74.1348
Woodville,California,36.0927,-119.2012
Wagon Wheel,Arizona,34.1976,-110.0272
Altamont,New York,42.7056,-74.034
Lake Hamilton,Florida,28.0478,-81.627
Lake Kerr,Florida,29.3575,-81.7746
Plainville,Kansas,39.2341,-99.3009
Genola,Utah,40.0118,-111.8465
Hodgkins,Illinois,41.7659,-87.8613
Oologah,Oklahoma,36.4438,-95.7089
Browns Lake,Wisconsin,42.6909,-88.237
Verandah,Florida,26.6973,-81.7429
Anson,Texas,32.755,-99.8963
Fox Lake,Wisconsin,43.5619,-88.913
Evart,Michigan,43.9003,-85.2751
Monon,Indiana,40.8642,-86.8787
Red Lake,Arizona,35.3579,-112.1705
Oberlin,Kansas,39.823,-100.5308
Cassopolis,Michigan,41.9116,-86.0085
Cameron,Wisconsin,45.4059,-91.7422
Blossburg,Pennsylvania,41.6795,-77.069
North Lewisburg,Ohio,40.2205,-83.5581
Walden,Tennessee,35.1635,-85.3098
Fords Prairie,Washington,46.7459,-123.003
Morovis,Puerto Rico,18.3268,-66.4057
Aberdeen,Indiana,41.4418,-87.1167
Dunkirk,Indiana,40.3741,-85.2076
Weyauwega,Wisconsin,44.324,-88.9333
Kentland,Indiana,40.774,-87.4465
Bartlett,Texas,30.7952,-97.4324
Shamokin Dam,Pennsylvania,40.8547,-76.8231
Stratford Downtown,Connecticut,41.1989,-73.1276
Blountsville,Alabama,34.0814,-86.5867
Loretto,Tennessee,35.0792,-87.4401
Shelburne Falls,Massachusetts,42.6063,-72.7436
Ironton,Missouri,37.5984,-90.6379
St. Lawrence,Pennsylvania,40.3262,-75.8661
Lake Brownwood,Texas,31.8176,-99.1045
Haubstadt,Indiana,38.2039,-87.5751
Pumpkin Center,North Carolina,34.786,-77.3642
Oak Leaf,Texas,32.5138,-96.8563
Sandy Valley,Nevada,35.8423,-115.6304
Unionville,Tennessee,35.6117,-86.5739
Maroa,Illinois,40.0365,-88.9561
Santa Clara,New Mexico,32.7801,-108.1493
Annandale,New Jersey,40.6468,-74.8881
Georgetown,Connecticut,41.2494,-73.4343
Cedarville,Arkansas,35.583,-94.3615
Bylas,Arizona,33.1291,-110.1162
Towanda,Kansas,37.7954,-96.9963
Dalton,Ohio,40.7995,-81.7033
Midway,Kentucky,38.1562,-84.676
Cedar Heights,Maryland,38.9037,-76.9059
Parkersburg,Iowa,42.5739,-92.7785
Glenwood,Arkansas,34.3278,-93.5308
Deshler,Ohio,41.2074,-83.9055
Burns,Tennessee,36.0508,-87.2984
New Berlinville,Pennsylvania,40.3451,-75.6312
Union Point,Georgia,33.6178,-83.0751
Mapleton,Minnesota,43.9266,-93.9546
Mantachie,Mississippi,34.3251,-88.4961
Hanscom AFB,Massachusetts,42.4582,-71.2793
Baidland,Pennsylvania,40.1888,-79.9549
Duchesne,Utah,40.1753,-110.394
Nisswa,Minnesota,46.5003,-94.2977
West End,New York,42.4667,-75.0969
Lake Camelot,Illinois,40.6341,-89.7509
Fall City,Washington,47.5717,-121.9133
Linden,Texas,33.011,-94.3626
César Chávez,Texas,26.3118,-98.1117
Exmore,Virginia,37.5295,-75.8283
Columbus Grove,Ohio,40.9205,-84.0598
Flatonia,Texas,29.6888,-97.1059
Manasota Key,Florida,26.9226,-82.3537
East Marion,New York,41.1288,-72.3419
Great Falls,South Carolina,34.5753,-80.9048
Mount Sterling,Ohio,39.7134,-83.2735
Galesville,Wisconsin,44.0839,-91.358
Girard,Illinois,39.4466,-89.7821
Clermont,Indiana,39.8166,-86.3207
Mundys Corner,Pennsylvania,40.4431,-78.8325
Belcourt,North Dakota,48.8417,-99.7447
Mount Ayr,Iowa,40.7141,-94.2375
Fall River,Wisconsin,43.3856,-89.0455
Atlanta,Illinois,40.2638,-89.2309
Trempealeau,Wisconsin,44.0029,-91.4284
Brewster,Washington,48.1015,-119.7762
Espy,Pennsylvania,41.0055,-76.4164
Osseo,Wisconsin,44.5795,-91.212
Logan,West Virginia,37.8509,-81.9857
Toro Canyon,California,34.4354,-119.5562
Freeport,Pennsylvania,40.6829,-79.6837
Hartington,Nebraska,42.6205,-97.2672
McMechen,West Virginia,39.9854,-80.7335
Durand,Wisconsin,44.627,-91.9607
Itta Bena,Mississippi,33.5003,-90.3256
Burnham,Pennsylvania,40.6352,-77.5631
New Haven,West Virginia,38.9876,-81.9656
Westmorland,California,33.0389,-115.6223
Mickleton,New Jersey,39.7921,-75.2437
Crystal Falls,Michigan,46.0967,-88.3264
Albion,Nebraska,41.6873,-97.9989
West Hurley,New York,42.0083,-74.112
Centennial Park,Arizona,36.9538,-112.9813
Goldthwaite,Texas,31.4513,-98.5736
Steeleville,Illinois,38.0086,-89.6624
Shiremanstown,Pennsylvania,40.2224,-76.9555
Pomeroy,Ohio,39.0292,-82.0336
Folsom,New Jersey,39.5929,-74.8424
Oakland,Pennsylvania,40.3056,-78.8818
Eureka Mill,South Carolina,34.718,-81.1929
Elkhart,Kansas,37.0038,-101.8944
Sea Breeze,North Carolina,34.0698,-77.8965
Bangs,Texas,31.7162,-99.1303
Wilton Center,Connecticut,41.1914,-73.4262
Foxfire,North Carolina,35.1791,-79.5639
Rankin,Pennsylvania,40.411,-79.8813
Tremont,Pennsylvania,40.6302,-76.3912
Clancy,Montana,46.4493,-112.0029
Washington Park,Illinois,38.6285,-90.0928
Osburn,Idaho,47.5055,-116.0008
Teaticket,Massachusetts,41.5624,-70.5858
Point MacKenzie,Alaska,61.3498,-150.0664
San Antonio,Puerto Rico,18.4932,-67.0997
Hanley Hills,Missouri,38.6856,-90.325
Winfield,Missouri,38.9928,-90.7456
Unionville,Missouri,40.4757,-93.0044
Trainer,Pennsylvania,39.8245,-75.4032
Albany,Texas,32.7272,-99.2957
Shawsville,Virginia,37.1707,-80.2527
Swedeland,Pennsylvania,40.0882,-75.3325
Martinsburg,Pennsylvania,40.3109,-78.3243
Black Earth,Wisconsin,43.1344,-89.747
Pinebluff,North Carolina,35.1088,-79.4713
Clarksville,Virginia,36.6171,-78.5638
Merritt Park,New York,41.5385,-73.8723
Ridgely,Tennessee,36.2632,-89.4806
Cordova,Alabama,33.7613,-87.1926
Gallatin,Missouri,39.9106,-93.9642
Royal Palm Estates,Florida,26.6817,-80.1328
Quail Creek,Texas,28.7773,-97.0848
Fairview-Ferndale,Pennsylvania,40.7799,-76.5752
Hawi,Hawaii,20.2263,-155.8389
Grapeland,Texas,31.4948,-95.4765
Harvey,North Dakota,47.7766,-99.9301
Steep Falls,Maine,43.7905,-70.6275
Pine Bush,New York,41.6093,-74.2966
Campbell,Missouri,36.493,-90.0762
Choteau,Montana,47.8137,-112.1794
Shannon,Mississippi,34.1144,-88.6932
Luis M. Cintrón,Puerto Rico,18.3008,-65.6371
Kenvil,New Jersey,40.8816,-74.622
Doe Valley,Kentucky,37.9745,-86.1107
Pagosa Springs,Colorado,37.2675,-107.0307
Crosbyton,Texas,33.6413,-101.2377
Ordway,Colorado,38.2208,-103.7566
Langley,South Carolina,33.512,-81.8344
Home,Washington,47.279,-122.7745
Audubon Park,Kentucky,38.205,-85.727
Canton,Pennsylvania,41.6566,-76.8529
Emerson,Georgia,34.1303,-84.7483
Homer City,Pennsylvania,40.5403,-79.1597
Auburn,Kentucky,36.8654,-86.711
Hancock,Maryland,39.7054,-78.1749
Romney,West Virginia,39.3454,-78.7564
Lucasville,Ohio,38.878,-82.985
Eddington,Pennsylvania,40.0865,-74.9445
Fern Acres,Hawaii,19.508,-155.0787
Tryon,North Carolina,35.2086,-82.2379
Mountain Village,Colorado,37.9324,-107.8577
Watkins Glen,New York,42.3801,-76.8673
Berry College,Georgia,34.2911,-85.1878
Zebulon,Georgia,33.093,-84.3427
Rock Creek,Minnesota,45.7604,-92.9088
Kalida,Ohio,40.9854,-84.1946
Fairforest,South Carolina,34.9532,-82.0157
Hagerstown,Indiana,39.9115,-85.1555
Long Lake,Minnesota,44.984,-93.5689
Rosebud,South Dakota,43.2398,-100.8229
Shelby,Mississippi,33.9508,-90.7653
Chester,Georgia,32.3945,-83.1551
Meridian Hills,Indiana,39.8874,-86.1567
Heritage Lake,Illinois,40.5454,-89.3309
Horton,Kansas,39.6635,-95.5326
Duenweg,Missouri,37.0841,-94.4119
Syracuse,Kansas,37.962,-101.7782
Schuylerville,New York,43.1015,-73.5808
Atlantic Beach,North Carolina,34.7011,-76.7403
Hale Center,Texas,34.0661,-101.8463
Mazomanie,Wisconsin,43.1731,-89.7954
Napavine,Washington,46.5843,-122.9007
Romancoke,Maryland,38.8872,-76.3476
Arcade,Georgia,34.0693,-83.5399
Wynnewood,Oklahoma,34.6437,-97.1622
Tallaboa Alta,Puerto Rico,18.0504,-66.702
Cheswick,Pennsylvania,40.5428,-79.8013
Brookston,Indiana,40.6008,-86.8664
Cienegas Terrace,Texas,29.3687,-100.9432
Kettle Falls,Washington,48.6055,-118.062
Hertford,North Carolina,36.1813,-76.4673
Glen Gardner,New Jersey,40.7004,-74.9395
De Kalb,Texas,33.5076,-94.6166
Sedgwick,Kansas,37.918,-97.4201
Carrier Mills,Illinois,37.6886,-88.6294
Port Norris,New Jersey,39.2521,-75.0412
De Soto,Illinois,37.8163,-89.2269
Kimball,Tennessee,35.0469,-85.674
Crothersville,Indiana,38.7944,-85.8399
London,California,36.4805,-119.445
Cave Junction,Oregon,42.1672,-123.6473
Crownsville,Maryland,39.0224,-76.5904
Congress,Arizona,34.1526,-112.8642
Forest City,Pennsylvania,41.6521,-75.4691
Grand Marais,Minnesota,47.7588,-90.3445
Horse Shoe,North Carolina,35.3423,-82.5568
Cairo,Illinois,37.0062,-89.1819
Angola on the Lake,New York,42.655,-79.0523
Lluveras,Puerto Rico,18.038,-66.9037
Fannett,Texas,29.925,-94.2389
Searles Valley,California,35.77,-117.3967
Ellaville,Georgia,32.238,-84.3089
Loveland Park,Ohio,39.2951,-84.2641
Zilwaukee,Michigan,43.4809,-83.9223
Temelec,California,38.2577,-122.4982
Thorp,Wisconsin,44.9579,-90.8022
Port Carbon,Pennsylvania,40.6969,-76.1666
Arcadia,Indiana,40.1742,-86.0211
Lincolnton,Georgia,33.7931,-82.4776
Walker Valley,New York,41.6399,-74.3761
Hampton,Tennessee,36.2772,-82.1728
Baldwin,Louisiana,29.8389,-91.5522
Bourbon,Missouri,38.1505,-91.2494
Rockwell Place,Texas,35.0422,-101.9084
Bunker Hill,Oregon,43.3502,-124.2082
Elizabeth,Colorado,39.3589,-104.6196
Munford,Alabama,33.5258,-85.9555
Foxcliff Estates,Indiana,39.4787,-86.3917
Vienna Bend,Louisiana,31.7372,-93.0343
Teutopolis,Illinois,39.132,-88.4795
Houston,Alaska,61.6159,-149.8003
Inglis,Florida,29.0323,-82.6603
Gilbert,Minnesota,47.4912,-92.4612
Milton,New York,41.6571,-73.9661
Tekamah,Nebraska,41.778,-96.2247
Island Heights,New Jersey,39.9424,-74.1454
New Hartford Center,Connecticut,41.8802,-72.9753
Purvis,Mississippi,31.145,-89.4054
Painted Post,New York,42.1634,-77.0925
Arden on the Severn,Maryland,39.0677,-76.5964
Wilder,Idaho,43.6782,-116.907
Wellston,Missouri,38.675,-90.2941
Morrisonville,New York,44.6941,-73.5552
Blue Ridge,Georgia,34.8666,-84.3218
Malvern,Ohio,40.6894,-81.1803
Baird,Texas,32.396,-99.3963
Bull Shoals,Arkansas,36.3748,-92.5902
Wacousta,Michigan,42.8202,-84.6907
Oroville,Washington,48.9419,-119.4305
Orchard Hills,Pennsylvania,40.5849,-79.5416
Santa Nella,California,37.1012,-121.0157
Ridgely,Maryland,38.9528,-75.8828
Houghton,New York,42.4277,-78.1638
Mokuleia,Hawaii,21.5771,-158.1714
Walnut Creek,North Carolina,35.3051,-77.8714
Howard City,Michigan,43.3947,-85.4683
La Luz,New Mexico,32.9698,-105.9388
Oberlin,Louisiana,30.6069,-92.7724
Venice,Illinois,38.6719,-90.169
Ashaway,Rhode Island,41.426,-71.7852
Waterville,New York,42.9306,-75.3802
Clintondale,New York,41.6924,-74.0429
Forsyth,Montana,46.2669,-106.6749
Akron,Colorado,40.1635,-103.2202
Stuart,Virginia,36.6404,-80.2687
Lewiston,Minnesota,43.9824,-91.8694
Woodside East,Delaware,39.0676,-75.5376
Mannington,West Virginia,39.5274,-80.3409
Hillcrest,Illinois,41.9669,-89.0626
Noel,Missouri,36.5432,-94.4888
Kaibito,Arizona,36.592,-111.1071
Greenup,Illinois,39.2484,-88.1598
Plentywood,Montana,48.776,-104.5574
Gower,Missouri,39.6129,-94.5947
Elizabeth Lake,California,34.6589,-118.3785
Ko Olina,Hawaii,21.3378,-158.1188
Stevenson,Washington,45.6927,-121.8949
Hughes Springs,Texas,32.9987,-94.6311
Bryson City,North Carolina,35.4262,-83.4475
Captains Cove,Virginia,38.0003,-75.4173
Mikes,Texas,26.3147,-98.6336
Bremen,Ohio,39.706,-82.4296
Guttenberg,Iowa,42.7885,-91.1058
Flomaton,Alabama,31.0127,-87.2541
Braham,Minnesota,45.7223,-93.1717
Hollis,Oklahoma,34.6897,-99.9153
La Huerta,New Mexico,32.4489,-104.2225
Sylvan Lake,Michigan,42.6172,-83.3331
Surrey,North Dakota,48.2433,-101.1333
Fránquez,Puerto Rico,18.3401,-66.4276
Catlettsburg,Kentucky,38.419,-82.6025
Danbury,Texas,29.2274,-95.3461
Unionville,Georgia,31.4363,-83.5084
Descanso,California,32.8696,-116.6279
Holliday,Texas,33.8141,-98.6899
Youngsville,Pennsylvania,41.8525,-79.3167
Pine Island Center,Florida,26.6351,-82.1253
Grand Canyon Village,Arizona,36.0474,-112.1623
Tsaile,Arizona,36.3033,-109.2157
South Palm Beach,Florida,26.5898,-80.039
Osakis,Minnesota,45.8649,-95.1524
Lake Waccamaw,North Carolina,34.3141,-78.5117
Montour Falls,New York,42.3499,-76.8484
Westport,Indiana,39.1767,-85.5746
Tunkhannock,Pennsylvania,41.5413,-75.9485
McClellan Park,California,38.6629,-121.4016
Christmas,Florida,28.5605,-81.0201
Hinckley,Minnesota,46.0122,-92.9256
Oronoco,Minnesota,44.1598,-92.5401
Bement,Illinois,39.923,-88.5724
Hawkins,Texas,32.5917,-95.2027
Belzoni,Mississippi,33.1804,-90.4863
Seadrift,Texas,28.4142,-96.7162
Hatch,New Mexico,32.6663,-107.1644
Flying Hills,Pennsylvania,40.2787,-75.9164
Roodhouse,Illinois,39.484,-90.374
Radium Springs,New Mexico,32.4783,-106.9031
Lake Como,New Jersey,40.1706,-74.0262
Akron,Iowa,42.8268,-96.5572
Browntown,Pennsylvania,41.3139,-75.7826
Kayak Point,Washington,48.1387,-122.3342
Interlachen,Florida,29.6203,-81.8963
Middletown,California,38.7518,-122.6221
Drexel,Ohio,39.7382,-84.2931
Conashaugh Lakes,Pennsylvania,41.3041,-74.9933
East Washington,Pennsylvania,40.1745,-80.2325
Terra Bella,California,35.96,-119.0387
Erie,Illinois,41.6589,-90.0813
Río Blanco,Puerto Rico,18.2123,-65.793
Sunnyside-Tahoe City,California,39.1507,-120.1596
Frisco City,Alabama,31.4353,-87.4037
Sea Bright,New Jersey,40.3653,-73.977
Industry,Pennsylvania,40.6595,-80.4115
Eaton,Indiana,40.3218,-85.3591
McCord,Oklahoma,36.6797,-97.0346
Eleanor,West Virginia,38.5371,-81.9254
Cleveland,Wisconsin,43.9177,-87.7469
South Charleston,Ohio,39.8243,-83.6417
Uniontown,Alabama,32.449,-87.4958
West Falmouth,Massachusetts,41.6012,-70.6364
Moundridge,Kansas,38.2021,-97.515
Hartshorne,Oklahoma,34.8392,-95.5596
Seeley,California,32.7893,-115.6843
Sophia,West Virginia,37.7117,-81.2525
Cedar Glen West,New Jersey,40.0418,-74.2851
Tawas City,Michigan,44.2679,-83.5244
Fairfax,California,35.3469,-118.9339
Manson,Iowa,42.5287,-94.54
North Industry,Ohio,40.7362,-81.3728
Pine Grove Mills,Pennsylvania,40.7315,-77.8884
Lakefield,Minnesota,43.678,-95.1695
Bingham Farms,Michigan,42.5176,-83.278
Lake City,Iowa,42.2677,-94.7311
Bolindale,Ohio,41.2088,-80.7785
Whitehall,Wisconsin,44.3605,-91.3377
North Belle Vernon,Pennsylvania,40.132,-79.8639
Bell Acres,Pennsylvania,40.5898,-80.1738
Palm Valley,Texas,26.2015,-97.7546
Sneedville,Tennessee,36.5366,-83.2098
Plymouth,Ohio,40.9965,-82.6672
Harpersville,Alabama,33.3184,-86.4286
Prairie City,Iowa,41.5954,-93.2393
Jobos,Puerto Rico,17.9608,-66.1655
Carnegie,Oklahoma,35.103,-98.5996
Woodland Park,Nebraska,42.0542,-97.3452
Rocky Point,Washington,47.5886,-122.6673
Ballard,Utah,40.2949,-109.9493
Pelahatchie,Mississippi,32.3148,-89.8083
Wabasso,Florida,27.7486,-80.4421
Olivet,New Jersey,39.5402,-75.1727
Mona,Utah,39.8121,-111.8495
Morrice,Michigan,42.8362,-84.1833
El Mangó,Puerto Rico,18.2345,-65.8751
Rehobeth,Alabama,31.1242,-85.4383
Plain View,North Carolina,35.2457,-78.5634
North Pekin,Illinois,40.6114,-89.6225
Pine Valley,California,32.8415,-116.5107
Poth,Texas,29.0726,-98.0809
Gordon,Nebraska,42.8064,-102.204
Oak Hill,Ohio,38.8973,-82.5694
Topaz Ranch Estates,Nevada,38.7357,-119.5008
Barview,Oregon,43.347,-124.3073
Haskell,Oklahoma,35.8187,-95.6805
The Galena Territory,Illinois,42.3955,-90.3184
Forest Heights,Texas,30.2339,-93.761
Englewood,Tennessee,35.4228,-84.4883
Shenorock,New York,41.3307,-73.7409
Hillsboro,North Dakota,47.403,-97.0635
Elwood,Utah,41.6759,-112.1376
Gibbon,Nebraska,40.7461,-98.8458
Mantua,Utah,41.5006,-111.9344
Carter,Texas,32.9139,-97.7343
Hackleburg,Alabama,34.2693,-87.8303
Stuart,Iowa,41.5004,-94.3182
Hebron,Nebraska,40.1685,-97.5866
Henderson,Louisiana,30.3184,-91.8065
Manito,Illinois,40.4201,-89.7806
Cienega Springs,Arizona,34.2009,-114.2089
Laingsburg,Michigan,42.8906,-84.35
Lincoln,Delaware,38.868,-75.4229
River Hills,Wisconsin,43.1716,-87.9353
Harbor Hills,Ohio,39.9366,-82.4343
Conyngham,Pennsylvania,40.9913,-76.0599
Grayling,Michigan,44.6566,-84.7091
Pacific City,Oregon,45.2054,-123.9536
Halsey,Oregon,44.3827,-123.111
South Dos Palos,California,36.9707,-120.6467
White Pigeon,Michigan,41.7977,-85.6485
Warren,Minnesota,48.194,-96.7688
Neligh,Nebraska,42.1291,-98.03
Reform,Alabama,33.3788,-88.0173
Montgomery,West Virginia,38.175,-81.3245
Nissequogue,New York,40.9023,-73.1923
Nashua,Iowa,42.9503,-92.5417
Worthington,Indiana,39.1185,-86.9798
Shell Rock,Iowa,42.7126,-92.5816
Burton,Ohio,41.4708,-81.1456
Middletown,Virginia,39.0287,-78.2781
Olivet,Michigan,42.444,-84.9246
Cedar Bluff,Alabama,34.2217,-85.5882
Huntsville,Tennessee,36.4112,-84.5056
New Middletown,Ohio,40.9646,-80.5597
Wind Point,Wisconsin,42.7814,-87.7721
Ainsworth,Nebraska,42.5485,-99.8576
Southside Place,Texas,29.7089,-95.4366
Webster,Florida,28.6114,-82.0493
Greenback,Tennessee,35.6487,-84.1725
Beverly Hills,Texas,31.5224,-97.1564
Rector,Arkansas,36.2642,-90.2935
Cherokee,North Carolina,35.486,-83.3011
Ledbetter,Kentucky,37.0485,-88.4949
North Key Largo,Florida,25.2574,-80.3242
New Paris,Indiana,41.5005,-85.8249
Hines,Oregon,43.5569,-119.0803
Monroeville,Ohio,41.244,-82.7018
Salisbury,Missouri,39.4233,-92.8025
Sharpsburg,North Carolina,35.8663,-77.8306
Frenchtown,Montana,47.0287,-114.2461
Homer,Georgia,34.3355,-83.4986
Urbana,Iowa,42.2286,-91.8867
Perry,Ohio,41.7636,-81.143
Fairplay,Georgia,33.6187,-84.8605
Ogden,Kansas,39.1128,-96.7028
Rome,Illinois,40.8754,-89.5129
Hopwood,Pennsylvania,39.8773,-79.7017
Yacolt,Washington,45.8652,-122.4062
Cottonwood Shores,Texas,30.555,-98.3276
Roxana,Illinois,38.8315,-90.0464
St. Matthews,South Carolina,33.664,-80.778
Ripley,Ohio,38.7325,-83.8346
Rio Rancho Estates,New Mexico,35.3004,-106.7985
Beaver,Oklahoma,36.815,-100.5236
Comanche,Oklahoma,34.3567,-97.9509
Aceitunas,Puerto Rico,18.4455,-67.0669
West Sharyland,Texas,26.2719,-98.3404
West Buechel,Kentucky,38.195,-85.6678
Meadview,Arizona,35.9532,-114.0789
Roseto,Pennsylvania,40.8778,-75.2204
Devon,Pennsylvania,40.0496,-75.4272
Cambridge City,Indiana,39.8125,-85.1703
Hoopers Creek,North Carolina,35.448,-82.4294
Nellysford,Virginia,37.9132,-78.8829
Cumberland Head,New York,44.7177,-73.398
Ferrum,Virginia,36.9314,-80.0148
Spencer,Wisconsin,44.7544,-90.2983
Palmarejo,Puerto Rico,18.0409,-67.0766
Springfield,Nebraska,41.0854,-96.1333
Harwich Center,Massachusetts,41.6923,-70.0694
Lac du Flambeau,Wisconsin,45.9696,-89.8994
Oakland,Missouri,38.5768,-90.3849
Ivanhoe,Texas,30.6799,-94.4154
Cohoe,Alaska,60.2681,-151.2843
Gruetli-Laager,Tennessee,35.3726,-85.6375
Monona,Iowa,43.0504,-91.391
Smith Valley,Nevada,38.8109,-119.3517
Shannon,Georgia,34.3406,-85.0854
Galena,Indiana,38.3513,-85.9372
Noank,Connecticut,41.3339,-71.9978
Oblong,Illinois,39.0022,-87.9107
St. Jacob,Illinois,38.7198,-89.768
Paxtang,Pennsylvania,40.2623,-76.8342
Preston,Texas,33.8671,-96.6596
Standish,Michigan,43.9794,-83.9637
Colwich,Kansas,37.7818,-97.5363
Rio Vista,Texas,32.2351,-97.3745
Boring,Oregon,45.4304,-122.3716
Paul,Idaho,42.6052,-113.7847
Chesapeake,West Virginia,38.2232,-81.5363
Saint John's University,Minnesota,45.5798,-94.3931
Fairfax,Ohio,39.1432,-84.3972
Minorca,Louisiana,31.5725,-91.4884
Royal City,Washington,46.9018,-119.6205
Bradford,Ohio,40.1319,-84.4293
Crainville,Illinois,37.7511,-89.06
Rural Retreat,Virginia,36.901,-81.2765
Vander,North Carolina,35.0347,-78.7887
Wilson-Conococheague,Maryland,39.653,-77.8306
Stedman,North Carolina,35.0114,-78.6996
Richland,Pennsylvania,40.3574,-76.2569
Norris City,Illinois,37.979,-88.3279
Hato Candal,Puerto Rico,18.3732,-65.7906
Appalachia,Virginia,36.9098,-82.7882
Estell Manor,New Jersey,39.3587,-74.7752
Malaga,New Jersey,39.5787,-75.0589
Lovelock,Nevada,40.1787,-118.4775
Mustang Ridge,Texas,30.0574,-97.6851
Spring Valley,Arizona,34.3452,-112.1592
Whitewright,Texas,33.5108,-96.3956
Rosanky,Texas,29.9537,-97.3065
Hoback,Wyoming,43.3082,-110.7443
Olivet,Tennessee,35.2048,-88.1939
Frenchtown,New Jersey,40.5272,-75.0571
Marbury,Alabama,32.6793,-86.4608
Nebo,North Carolina,35.7106,-81.918
Level Plains,Alabama,31.3071,-85.7687
Thornville,Ohio,39.8944,-82.4203
Molino,Florida,30.7123,-87.324
Tariffville,Connecticut,41.9071,-72.7684
Patrick AFB,Florida,28.2346,-80.6079
Limestone Creek,Florida,26.9432,-80.1407
Logansport,Louisiana,31.9763,-93.9933
Wilson,Oklahoma,34.1684,-97.426
Clark Mills,New York,43.0895,-75.3757
Gray,Tennessee,36.4219,-82.4767
Coeburn,Virginia,36.9444,-82.4698
Pandora,Ohio,40.9474,-83.9567
Palmer,Texas,26.0703,-97.6342
Ruhenstroth,Nevada,38.8913,-119.6833
Tennille,Georgia,32.9359,-82.8134
Buena Vista,Puerto Rico,17.9964,-66.0515
Averill Park,New York,42.6393,-73.5583
Camp Croft,South Carolina,34.9102,-81.8595
Hawthorne,Florida,29.5938,-82.0944
Union City,Oklahoma,35.4015,-97.9047
Guthrie Center,Iowa,41.6779,-94.4991
Fayette,Mississippi,31.7122,-91.062
Greenville,Indiana,38.3716,-85.9826
Lockney,Texas,34.123,-101.4424
El Valle de Arroyo Seco,New Mexico,35.9526,-106.026
Oglala,South Dakota,43.1849,-102.7268
Justice,Oklahoma,36.2908,-95.5636
Lakeview,Washington,47.3755,-119.5044
Barton,New Mexico,35.0653,-106.2569
Ragland,Alabama,33.7469,-86.1384
Rossville,Indiana,40.4196,-86.5958
Mescal,Arizona,31.9676,-110.4368
Fisher,Illinois,40.3157,-88.3503
Owenton,Kentucky,38.5385,-84.8411
Delavan,Illinois,40.371,-89.5461
Dravosburg,Pennsylvania,40.3508,-79.8907
Ina,Illinois,38.1499,-88.904
West Alexandria,Ohio,39.745,-84.5361
Wolf Creek,Utah,41.3253,-111.8288
Dover Beaches North,New Jersey,39.9921,-74.0715
Norwood,Oklahoma,35.8491,-95.1493
Conway Springs,Kansas,37.3899,-97.643
Rosharon,Texas,29.35,-95.453
Frazee,Minnesota,46.7282,-95.7026
Manson,Washington,47.8816,-120.162
Leland Grove,Illinois,39.7787,-89.6838
Enosburg Falls,Vermont,44.9083,-72.8026
Langston,Oklahoma,35.9308,-97.2807
Clarks Green,Pennsylvania,41.5009,-75.6952
De Pue,Illinois,41.328,-89.2959
Newcastle,California,38.8677,-121.1318
Walnut Grove,Georgia,33.7452,-83.8512
South River,New Mexico,36.7892,-108.06
Tonto Basin,Arizona,33.837,-111.2999
Somonauk,Illinois,41.6419,-88.6733
Naval Academy,Maryland,38.9858,-76.488
Elgin,Oregon,45.5646,-117.9213
Breckinridge Center,Kentucky,37.682,-87.8656
Milan,Ohio,41.2882,-82.5994
Haymarket,Virginia,38.8121,-77.6363
Woodmont,Connecticut,41.2282,-72.993
Centreville,Michigan,41.9213,-85.5259
